artist_id,artist_name,number_of_albums,top_track_1,top_track_2,genres
3ZztVuWxHzNpl0THurTFCv,Architects,20,Animals,Everything Ends,"metalcore, djent, metal, mathcore, post-hardcore, deathcore"
